Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,06/30/2025,"ORIG CO NAME:IPFS866-412-6739       ORIG ID:0AD2424370 DESC DATE:       CO ENTRY DESCR:IPFSPMTWASSEC:CCD    TRACE#:101000015596958 EED:250630   IND ID:561402                       IND NAME:ATTITUDE D LLC                                                                                               GDxLk2vV TRN: 1815596958TC",-837.88,ACH_DEBIT,30278.71,,
DEBIT,06/30/2025,"ORIG CO NAME:INTUIT 63168027        ORIG ID:4462800242 DESC DATE:250630 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025553064 EED:250630   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1815553064TC",-2064.05,ACH_DEBIT,31116.59,,
DEBIT,06/30/2025,"FEDEX493752113 800-4633339 TN                06/28",-9.75,DEBIT_CARD,33180.64,,
CREDIT,06/30/2025,"ORIG CO NAME:NEXTGEAR FUNDING       ORIG ID:1201990165 DESC DATE:062725 CO ENTRY DESCR:FUNDING   SEC:CCD    TRACE#:091000012806924 EED:250630   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 1812806924TC",2564.04,ACH_CREDIT,33190.39,,
DSLIP,06/30/2025,"REMOTE ONLINE DEPOSIT #          1",1000.00,CHECK_DEPOSIT,30626.35,1,
DEBIT,06/27/2025,"ORIG CO NAME:NOWCOM, LLC            ORIG ID:1911718107 DESC DATE:       CO ENTRY DESCR:DEALERCNTRSEC:CCD    TRACE#:104000018071707 EED:250627   IND ID:M121099414343                IND NAME:ATTITUDE D LLC TRN: 1788071707TC",-535.23,ACH_DEBIT,29626.35,,
CREDIT,06/27/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000016260648 EED:250627   IND ID:17126923                     IND NAME:ICAR LIFESTYLE                                                                                               5892273 TRN: 1786260648TC",26065.00,ACH_CREDIT,30161.58,,
DEBIT,06/26/2025,"Zelle payment to carlos 25267806971",-250.00,QUICKPAY_DEBIT,4096.58,,
CHECK,06/26/2025,"CHECK 1051  ",-18500.00,CHECK_PAID,4346.58,1051,
CHECK,06/26/2025,"CHECK 1050  ",-3850.00,CHECK_PAID,22846.58,1050,
DEBIT,06/26/2025,"FEDEX493512547 800-4633339 TN                06/24",-9.75,DEBIT_CARD,26696.58,,
DEBIT,06/26/2025,"FEDEX493349123 800-4633339 TN                06/23",-9.75,DEBIT_CARD,26706.33,,
DEBIT,06/25/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:062425 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000016953177 EED:250625   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 1766953177TC",-5836.71,ACH_DEBIT,26716.08,,
CREDIT,06/25/2025,"Zelle payment from XIAOJING CAI 25252070244",1450.00,QUICKPAY_CREDIT,32552.79,,
CREDIT,06/25/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:062425 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232106940003 EED:250625   IND ID:3155396                      IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :WDC0G4JB0JV094740 ,2018-MERCEDES-B BENZ-GLC  DYNAMIC EFT TRN: 1766940003TC",11300.00,ACH_CREDIT,31102.79,,
DEBIT,06/24/2025,"Zelle payment to redline JPM99bd8odpr",-142.00,CHASE_TO_PARTNERFI,19802.79,,
CREDIT,06/24/2025,"Zelle payment from ICAR EXOTICS 25242523720",10000.00,QUICKPAY_CREDIT,19944.79,,
CREDIT,06/24/2025,"ATM CHECK DEPOSIT 06/24 60 E HUNTINGTON DR ARCADIA CA",5500.00,ATM_DEPOSIT,9944.79,,
DEBIT,06/23/2025,"Zelle payment to yusen JPM99bd7su9w",-2000.00,CHASE_TO_PARTNERFI,4444.79,,
DEBIT,06/23/2025,"CENTRALDISPATCH.COM 858-259-6084 NY          06/22",-139.95,DEBIT_CARD,6444.79,,
DEBIT,06/23/2025,"ORIG CO NAME:MANHEIM                ORIG ID:1581936030 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000010943551 EED:250623   IND ID:ACH6450630                   IND NAME:ICAR LIFESTYLE             INV#90990968  \5512120    W1NYC7HJ3 NX43720722MERCEG-CLA TRN: 1740943551TC",-80.00,ACH_DEBIT,6584.74,,
CREDIT,06/23/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250622 CO ENTRY DESCR:CR CD DEP SEC:CCD    TRACE#:043305135397351 EED:250623   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE             5436845560333337ICAR LIFESTYLE            CR CD DEP 062325 TRN: 1745397351TC",2678.00,ACH_CREDIT,6664.74,,
DEBIT,06/20/2025,"Zelle payment to Ga 25204944274",-500.00,QUICKPAY_DEBIT,3986.74,,
DEBIT,06/20/2025,"Zelle payment to anna wu 25204189930",-100.00,QUICKPAY_DEBIT,4486.74,,
DEBIT,06/20/2025,"Zelle payment to redline JPM99bcwe52i",-55.00,CHASE_TO_PARTNERFI,4586.74,,
DEBIT,06/20/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: GBC INTL BANK LA/122235902 A/C: JTE GLOBAL AZUSA CA 91702 US IMAD: 0620MMQFMP2L046566 TRN: 4091125171ES 06/20",-40000.00,WIRE_OUTGOING,4641.74,,
DEBIT,06/18/2025,"Zelle payment to Marlon 25178465757",-175.00,QUICKPAY_DEBIT,44641.74,,
DEBIT,06/18/2025,"Zelle payment to spf carrier JPM99bcm8k5t",-1450.00,CHASE_TO_PARTNERFI,44816.74,,
DEBIT,06/18/2025,"ORIG CO NAME:MANHEIM                ORIG ID:1581936030 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000016136957 EED:250618   IND ID:ACH6438281                   IND NAME:ICAR LIFESTYLE             INV#90692754  \5512120    1GYS3KKL1 PR29270023CADILESCAL TRN: 1696136957TC",-55.00,ACH_DEBIT,46266.74,,
CREDIT,06/18/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000015329353 EED:250618   IND ID:17081046                     IND NAME:ICAR LIFESTYLE                                                                                               5883573 TRN: 1695329353TC",36725.00,ACH_CREDIT,46321.74,,
CHECK,06/17/2025,"CHECK 1048  ",-11300.00,CHECK_PAID,9596.74,1048,
DEBIT,06/17/2025,"ORIG CO NAME:INTUIT 91172640        ORIG ID:4462800242 DESC DATE:250617 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000023013664 EED:250617   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1683013664TC",-717.18,ACH_DEBIT,20896.74,,
DEBIT,06/17/2025,"ORIG CO NAME:INTUIT 62584753        ORIG ID:4462800242 DESC DATE:250617 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000023014480 EED:250617   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1683014480TC",-1319.75,ACH_DEBIT,21613.92,,
DEBIT,06/17/2025,"ORIG CO NAME:INTUIT 62584753        ORIG ID:4462800242 DESC DATE:250617 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000023014479 EED:250617   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1683014479TC",-1407.71,ACH_DEBIT,22933.67,,
DEBIT,06/17/2025,"Zelle payment to Temper Media LLC 25164762318",-2051.42,QUICKPAY_DEBIT,24341.38,,
DEBIT,06/17/2025,"Zelle payment to Marlon 25163782669",-100.00,QUICKPAY_DEBIT,26392.80,,
DEBIT,06/16/2025,"WITHDRAWAL 06/16",-4562.17,MISC_DEBIT,26492.80,,
DEBIT,06/16/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:061325 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232103775981 EED:250616   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :5UX23EU05R9T01054 ,2024-BMW-X5               DYNAMIC EFT TRN: 1673775981TC",-6600.00,ACH_DEBIT,31054.97,,
DEBIT,06/13/2025,"Zelle payment to redline JPM99bc24hwa",-397.00,CHASE_TO_PARTNERFI,37654.97,,
DEBIT,06/13/2025,"Zelle payment to A star 25119910617",-1630.00,QUICKPAY_DEBIT,38051.97,,
DEBIT,06/13/2025,"Zelle payment to wsc 25118699341",-420.00,QUICKPAY_DEBIT,39681.97,,
DEBIT,06/13/2025,"ORIG CO NAME:INTUIT 09737992        ORIG ID:4462800242 DESC DATE:250613 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000022113337 EED:250613   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1642113337TC",-244.70,ACH_DEBIT,40101.97,,
DEBIT,06/13/2025,"ORIG CO NAME:INTUIT 61959384        ORIG ID:4462800242 DESC DATE:250613 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022108769 EED:250613   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1642108769TC",-2064.05,ACH_DEBIT,40346.67,,
DEBIT,06/13/2025,"Zelle payment to zhenxi Jin JPM99bbyl615",-1000.00,CHASE_TO_PARTNERFI,42410.72,,
DSLIP,06/13/2025,"DEPOSIT  ID NUMBER 889699",12158.86,DEPOSIT,43410.72,,
DEBIT,06/12/2025,"Zelle payment to yama JPM99bbwny4w",-150.00,CHASE_TO_PARTNERFI,31251.86,,
CREDIT,06/12/2025,"Zelle payment from ICAR EXOTICS 25106083979",1200.00,QUICKPAY_CREDIT,31401.86,,
CREDIT,06/12/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:061125 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232107984528 EED:250612   IND ID:3127396                      IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,                                                  DYNAMIC EFT TRN: 1637984528TC",4230.00,ACH_CREDIT,30201.86,,
DSLIP,06/12/2025,"DEPOSIT  ID NUMBER 939535",8000.00,DEPOSIT,25971.86,,
DEBIT,06/11/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: GBC INTL BANK LA/122235902 A/C: JTE GLOBAL AZUSA CA 91702 US IMAD: 0611MMQFMP2L032094 TRN: 3576285162ES 06/11",-50000.00,WIRE_OUTGOING,17971.86,,
DEBIT,06/11/2025,"WITHDRAWAL 06/11",-121715.00,MISC_DEBIT,67971.86,,
DEBIT,06/11/2025,"ORIG CO NAME:MANHEIM                ORIG ID:1581936030 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000010809154 EED:250611   IND ID:ACH6419859                   IND NAME:ICAR LIFESTYLE             INV#90526071  \5512120    5UX23EU05 R9T0105424BMW  X5 TRN: 1620809154TC",-355.00,ACH_DEBIT,189686.86,,
DEBIT,06/11/2025,"FEDEX         00011007 800-4633339 TN        06/10",-19.50,DEBIT_CARD,190041.86,,
CREDIT,06/11/2025,"ORIG CO NAME:NEXTGEAR FUNDING       ORIG ID:1201990165 DESC DATE:061025 CO ENTRY DESCR:FUNDING   SEC:CCD    TRACE#:091000010712219 EED:250611   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 1620712219TC",20500.00,ACH_CREDIT,190061.36,,
DSLIP,06/11/2025,"DEPOSIT  ID NUMBER 949320",121715.00,DEPOSIT,169561.36,,
DEBIT,06/10/2025,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:9493560001 DESC DATE:250610 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000024581009 EED:250610   IND ID:A6002                        IND NAME:SHANGQI LI                                                                                                   AM TRN: 1614581009TC",-7596.24,ACH_DEBIT,47846.36,,
DEBIT,06/10/2025,"Zelle payment to ULTIMATE PRINTING INC 25081287193",-68.83,QUICKPAY_DEBIT,55442.60,,
DEBIT,06/10/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250530 CO ENTRY DESCR:MERCH FEESSEC:CCD    TRACE#:043305137418720 EED:250610   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE TRN: 1617418720TC",-268.97,ACH_DEBIT,55511.43,,
CREDIT,06/10/2025,"Zelle payment from WEI WANG BACo1ly4i82e",2340.78,PARTNERFI_TO_CHASE,55780.40,,
CREDIT,06/10/2025,"FEDWIRE CREDIT VIA: REGIONS BANK/062005690 B/O: LENDBUZZ FUNDING WIRES ACCOUNT BOSTON MA 02110 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=2506101547340028 OBI=5UX53G P06S9Y49395 : 1749255 BBI=/BNF/3912 70X1749255 IMAD: 0610F2QCZ00C003571 TRN: 1084381161FF",42067.00,WIRE_INCOMING,53439.62,,
CHECK,06/09/2025,"CHECK 1046  ",-20500.00,CHECK_PAID,11372.62,1046,
DEBIT,06/09/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:060625 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000016551896 EED:250609   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 1606551896TC",-44296.97,ACH_DEBIT,31872.62,,
DEBIT,06/09/2025,"Online Transfer to CHK ...9383 transaction#: 25047180699 06/09",-1500.00,ACCT_XFER,76169.59,,
DEBIT,06/09/2025,"FEDEX         00011007 800-4633339 TN        06/06",-9.75,DEBIT_CARD,77669.59,,
CREDIT,06/09/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250606 CO ENTRY DESCR:CR CD DEP SEC:CCD    TRACE#:043305135874690 EED:250609   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE             5436845560333337ICAR LIFESTYLE            CR CD DEP 060925 TRN: 1605874690TC",500.00,ACH_CREDIT,77679.34,,
DEBIT,06/06/2025,"DOMESTIC WIRE TRANSFER VIA: GBC INTL BANK LA/122235902 A/C: JTE GLOBAL TRADINGS & INVESTMENT IMAD: 0606MMQFMP2L031263 TRN: 3701635157ES 06/06",-250000.00,WIRE_OUTGOING,77179.34,,
DEBIT,06/06/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:060525 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000015309650 EED:250606   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 1575309650TC",-37830.70,ACH_DEBIT,327179.34,,
DEBIT,06/06/2025,"Zelle payment to zhenxi Jin JPM99bb55hou",-1000.00,CHASE_TO_PARTNERFI,365010.04,,
CHECK,06/05/2025,"CHECK 1042  ",-6700.00,CHECK_PAID,366010.04,1042,
DEBIT,06/05/2025,"Zelle payment to Icar 25025880476",-3605.00,QUICKPAY_DEBIT,372710.04,,
DEBIT,06/05/2025,"ORIG CO NAME:CARFAX                 ORIG ID:1251465303 DESC DATE:060425 CO ENTRY DESCR:BT0604    SEC:CCD    TRACE#:111000029572353 EED:250605   IND ID:000000326527000              IND NAME:Attitude D llc                                                                                               CARFAX TRN: 1569572353TC",-1248.00,ACH_DEBIT,376315.04,,
DEBIT,06/05/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:060425 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000019727057 EED:250605   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 1569727057TC",-38819.35,ACH_DEBIT,377563.04,,
DEBIT,06/05/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:060425 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000019727056 EED:250605   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 1569727056TC",-47230.15,ACH_DEBIT,416382.39,,
DEBIT,06/05/2025,"Zelle payment to redline JPM99bazsie7",-753.00,CHASE_TO_PARTNERFI,463612.54,,
CREDIT,06/05/2025,"Zelle payment from ICAR EXOTICS 25025913553",105.00,QUICKPAY_CREDIT,464365.54,,
CREDIT,06/05/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000019361422 EED:250605   IND ID:17016083                     IND NAME:ICAR LIFESTYLE                                                                                               5872350 TRN: 1569361422TC",35300.00,ACH_CREDIT,464260.54,,
DEBIT,06/04/2025,"Zelle payment to Wentao JPM99baz6c49",-70.00,CHASE_TO_PARTNERFI,428960.54,,
CREDIT,06/04/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250603 CO ENTRY DESCR:CR CD DEP SEC:CCD    TRACE#:043305131359444 EED:250604   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE             5436845560333337ICAR LIFESTYLE            CR CD DEP 060425 TRN: 1551359444TC",3605.00,ACH_CREDIT,429030.54,,
CREDIT,06/04/2025,"FEDWIRE CREDIT VIA: TD BANK, NA/031101266 B/O: NEW YORK AUTO DEPOT INC HIGHLAND PARK, NJ 08904-3766 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=NOTPROVIDED OBI=2021 AMGGT5 3 040531 BBI=/OCMT/USD62500,00/ IMAD: 0604MMQFMPYQ005471 TRN: 0955131155FF",62500.00,WIRE_INCOMING,425425.54,,
CREDIT,06/04/2025,"BOOK TRANSFER CREDIT B/O: WISE US, INC. NEW YORK NY 10010- US REF: SENT VIA WISE -WR TRN: 2464600155JO",70000.00,WIRE_INCOMING,362925.54,,
CHECK,06/03/2025,"CHECK 1044  ",-21725.00,CHECK_PAID,292925.54,1044,
DEBIT,06/03/2025,"Zelle payment to Marlon 25001089214",-420.00,QUICKPAY_DEBIT,314650.54,,
DEBIT,06/03/2025,"ORIG CO NAME:CA DEPT TAX FEE        ORIG ID:2822162215 DESC DATE:250602 CO ENTRY DESCR:CDTFA EPMTSEC:CCD    TRACE#:042000012593200 EED:250603   IND ID:21317366                     IND NAME:ICAR LIFESTYLE TRN: 1542593200TC",-6267.00,ACH_DEBIT,315070.54,,
DEBIT,06/03/2025,"Online Transfer to CHK ...9383 transaction#: 24994308190 06/03",-135.00,ACCT_XFER,321337.54,,
CREDIT,06/03/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000015897050 EED:250603   IND ID:17002403                     IND NAME:ICAR LIFESTYLE                                                                                               5869793 TRN: 1545897050TC",308100.00,ACH_CREDIT,321472.54,,
DEBIT,06/02/2025,"Zelle payment to RENYAO JPM99bar04d3",-510.00,CHASE_TO_PARTNERFI,13372.54,,
DEBIT,06/02/2025,"ORIG CO NAME:INTUIT 62249541        ORIG ID:4462800242 DESC DATE:250602 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000026366353 EED:250602   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1536366353TC",-396.58,ACH_DEBIT,13882.54,,
DEBIT,06/02/2025,"ORIG CO NAME:INTUIT 61182494        ORIG ID:4462800242 DESC DATE:250602 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000026367278 EED:250602   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1536367278TC",-2150.89,ACH_DEBIT,14279.12,,
DEBIT,06/02/2025,"Zelle payment to Icar 24598346908",-2500.00,QUICKPAY_DEBIT,16430.01,,
CHECK,06/02/2025,"CHECK 1038  ",-11511.64,CHECK_PAID,18930.01,1038,
DEBIT,06/02/2025,"FEDEX         00011007 800-4633339 TN        05/30",-9.75,DEBIT_CARD,30441.65,,
CHECK,05/30/2025,"CHECK 1043  ",-3080.00,CHECK_PAID,30451.40,1043,
DEBIT,05/30/2025,"Zelle payment to Temper Media LLC 24955911414",-2861.00,QUICKPAY_DEBIT,33531.40,,
DEBIT,05/30/2025,"ORIG CO NAME:INTUIT 17745468        ORIG ID:4462800242 DESC DATE:250530 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000023997376 EED:250530   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1503997376TC",-209.83,ACH_DEBIT,36392.40,,
DEBIT,05/30/2025,"ORIG CO NAME:INTUIT 60659198        ORIG ID:4462800242 DESC DATE:250530 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000023893728 EED:250530   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1503893728TC",-2064.05,ACH_DEBIT,36602.23,,
DEBIT,05/30/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: GBC INTL BANK LA/122235902 A/C: JTE GLOBAL AZUSA CA 91702 US REF: RR IMAD: 0530MMQFMP2M015098 TRN: 3280225150ES 05/30",-50000.00,WIRE_OUTGOING,38666.28,,
CREDIT,05/30/2025,"Zelle payment from ICAR EXOTICS 24956012925",150.00,QUICKPAY_CREDIT,88666.28,,
CREDIT,05/30/2025,"Zelle payment from ICAR EXOTICS 24955902710",1000.00,QUICKPAY_CREDIT,88516.28,,
DEBIT,05/29/2025,"WITHDRAWAL 05/29",-13000.00,MISC_DEBIT,87516.28,,
DEBIT,05/29/2025,"Zelle payment to transport JPM99ba57gu5",-300.00,CHASE_TO_PARTNERFI,100516.28,,
DEBIT,05/29/2025,"ORIG CO NAME:MANHEIM                ORIG ID:1581936030 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000019455175 EED:250529   IND ID:ACH6382866                   IND NAME:ICAR LIFESTYLE             INV#90133728  \5512120    WDDZF8KB0 KA58792219MERCEE-CLA TRN: 1499455175TC",-373.00,ACH_DEBIT,100816.28,,
DEBIT,05/29/2025,"ORIG CO NAME:NOWCOM, LLC            ORIG ID:1911718107 DESC DATE:       CO ENTRY DESCR:DEALERCNTRSEC:CCD    TRACE#:104000016487906 EED:250529   IND ID:M121052010121                IND NAME:ATTITUDE D LLC TRN: 1496487906TC",-514.68,ACH_DEBIT,101189.28,,
CREDIT,05/29/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000019477765 EED:250529   IND ID:16976962                     IND NAME:ICAR LIFESTYLE                                                                                               5866530 TRN: 1499477765TC",47845.00,ACH_CREDIT,101703.96,,
DSLIP,05/29/2025,"DEPOSIT  ID NUMBER 455421",15825.19,DEPOSIT,53858.96,,
CREDIT,05/29/2025,"FEDWIRE CREDIT VIA: CHOICE FINANCIAL GROUP/091311229 B/O: C9 SOLUTION HOUSE ATLANTA GA 30349 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=O/B CHOICEFIN OBI=DEPOSIT F OR VIN JTJDY7AX8M4340197 - BALANCE PAID AT SIGNING 05/30 IMAD: 0529MMQFMP4S000876 TRN: 0638551149FF",6500.00,WIRE_INCOMING,38033.77,,
CREDIT,05/29/2025,"FEDWIRE CREDIT VIA: REGIONS BANK/062005690 B/O: LENDBUZZ FUNDING WIRES ACCOUNT BOSTON MA 02110 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=2505291120120099 OBI=WA1AHA F79KD046486 : 1698597 BBI=/BNF/3852 44X1698597 IMAD: 0529F2QCZ00C002268 TRN: 0846461149FF",24905.00,WIRE_INCOMING,31533.77,,
CHECK,05/28/2025,"CHECK 1045  ",-32500.00,CHECK_PAID,6628.77,1045,
DEBIT,05/28/2025,"Zelle payment to spark JPM99ba0i6e4",-1200.00,CHASE_TO_PARTNERFI,39128.77,,
DEBIT,05/28/2025,"ORIG CO NAME:IPFS866-412-6739       ORIG ID:0AD2424370 DESC DATE:       CO ENTRY DESCR:IPFSPMTWASSEC:CCD    TRACE#:101000014866625 EED:250528   IND ID:561402                       IND NAME:ATTITUDE D LLC                                                                                               GDxLk2vV TRN: 1484866625TC",-837.88,ACH_DEBIT,40328.77,,
CREDIT,05/28/2025,"Zelle payment from SUIJUN MAI 24913676152",500.00,QUICKPAY_CREDIT,41166.65,,
CREDIT,05/28/2025,"Zelle payment from ICAR EXOTICS 24919871704",15000.00,QUICKPAY_CREDIT,40666.65,,
CHECK,05/27/2025,"CHECK 1040  ",-5.00,CHECK_PAID,25666.65,1040,
DEBIT,05/27/2025,"ORIG CO NAME:CA DMV                 ORIG ID:9049042292 DESC DATE:250524 CO ENTRY DESCR:ECHECK    SEC:CCD    TRACE#:043305139716260 EED:250527   IND ID:043000091203822              IND NAME:1400310000038521286427                                                                                       TELECHK 800-697-9263 TRN: 1479716260TC",-54.00,ACH_DEBIT,25671.65,,
CREDIT,05/27/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250525 CO ENTRY DESCR:CR CD DEP SEC:CCD    TRACE#:043305139164020 EED:250527   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE             5436845560333337ICAR LIFESTYLE            CR CD DEP 052725 TRN: 1479164020TC",5600.00,ACH_CREDIT,25725.65,,
DEBIT,05/23/2025,"Zelle payment to zhenxi Jin JPM99b9jc0yt",-1000.00,CHASE_TO_PARTNERFI,20125.65,,
DEBIT,05/23/2025,"Zelle payment to Marlon 24874022906",-150.00,QUICKPAY_DEBIT,21125.65,,
DEBIT,05/23/2025,"Zelle payment to ULTIMATE PRINTING INC 24873892388",-68.00,QUICKPAY_DEBIT,21275.65,,
